No.	Name	Description	Block	Sub-Block	
5195	TPSA(Tot)	topological polar surface area using N,O,S,P polar contributions	Molecular properties	Basic descriptors	
5196	MLOGP	Moriguchi octanol-water partition coeff. (logP)	Molecular properties	Basic descriptors	
5197	MLOGP2	squared Moriguchi octanol-water partition coeff. (logP^2)	Molecular properties	Basic descriptors	
5198	ALOGP	Ghose-Crippen octanol-water partition coeff. (logP)	Molecular properties	Basic descriptors	
5199	ALOGP2	squared Ghose-Crippen octanol-water partition coeff. (logP^2)	Molecular properties	Basic descriptors	
5200	LOGP99	Wildmann-Crippen octanol-water partition coeff. (logP)	Molecular properties	Basic descriptors	
5201	LOGPcons	Octanol-water partition coeff. (logP) (consensus)	Molecular properties	Basic descriptors	
5202	ESOL	Estimated SOLubility (logS) for aqueous solubility using LOGPcons	Molecular properties	Basic descriptors	
5203	SAtot	total surface area from P_VSA-like descriptors	Molecular properties	Basic descriptors	
5204	SAacc	surface area of acceptor atoms from P_VSA-like descriptors	Molecular properties	Basic descriptors	
5205	SAdon	surface area of donor atoms from P_VSA-like descriptors	Molecular properties	Basic descriptors	
5206	Vx	McGowan volume	Molecular properties	Basic descriptors	
5207	VvdwMG	van der Waals volume from McGowan volume	Molecular properties	Basic descriptors	
5208	VvdwZAZ	van der Waals volume from Zhao-Abraham-Zissimos equation	Molecular properties	Basic descriptors	
5209	PDI	packing density index	Molecular properties	Basic descriptors	
5210	BLTF96	Verhaar Fish base-line toxicity from MLOGP (mmol/l)	Molecular properties	Basic descriptors	
5211	BLTD48	Verhaar Daphnia base-line toxicity from MLOGP (mmol/l)	Molecular properties	Basic descriptors	
5212	BLTA96	Verhaar Algae base-line toxicity from MLOGP (mmol/l)	Molecular properties	Basic descriptors	
5213	SAscore	Synthetic Accessibility score	Molecular properties	Basic descriptors	
5214	PBF	Plane of best fit	Molecular properties	Basic descriptors	
5215	Ro5	Lipinski Rule of 5	Drug-like indices	Basic indices	
5216	cRo5	Complementary Lipinski Alert index	Drug-like indices	Basic indices	
5217	DLS_01	modified drug-like score from Lipinski (4 rules)	Drug-like indices	Basic indices	
5218	DLS_02	modified drug-like score from Oprea et al. (6 rules)	Drug-like indices	Basic indices	
5219	DLS_03	modified drug-like score from Walters et al. (6 rules)	Drug-like indices	Basic indices	
5220	DLS_04	modified drug-like score from Chen et al. (7 rules)	Drug-like indices	Basic indices	
5221	DLS_05	modified drug-like score from Zheng et al. (2 rules)	Drug-like indices	Basic indices	
5222	DLS_06	modified drug-like score from Rishton (6 rules)	Drug-like indices	Basic indices	
5223	DLS_07	modified drug-like score from Veber et al. (2 rules)	Drug-like indices	Basic indices	
5224	DLS_cons	DRAGON consensus drug-like score	Drug-like indices	Basic indices	
5225	LLS_01	modified lead-like score from Congreve et al. (6 rules) - (rule of three (Ro3))	Drug-like indices	Basic indices	
5226	LLS_02	modified lead-like score from Monge et al. (8 rules)	Drug-like indices	Basic indices	
5227	CMC-80	Ghose-Viswanadhan-Wendoloski CMC drug-like index at 80%	Drug-like indices	Basic indices	
5228	CMC-50	Ghose-Viswanadhan-Wendoloski CMC drug-like index at 50%	Drug-like indices	Basic indices	
5229	Inflammat-80	Ghose-Viswanadhan-Wendoloski antiinflammatory-like index at 80%	Drug-like indices	Basic indices	
5230	Inflammat-50	Ghose-Viswanadhan-Wendoloski antiinflammatory-like index at 50%	Drug-like indices	Basic indices	
5231	Depressant-80	Ghose-Viswanadhan-Wendoloski antidepressant-like index at 80%	Drug-like indices	Basic indices	
5232	Depressant-50	Ghose-Viswanadhan-Wendoloski antidepressant-like index at 50%	Drug-like indices	Basic indices	
5233	Psychotic-80	Ghose-Viswanadhan-Wendoloski antipsychotic-like index at 80%	Drug-like indices	Basic indices	
5234	Psychotic-50	Ghose-Viswanadhan-Wendoloski antipsychotic-like index at 50%	Drug-like indices	Basic indices	
5235	Hypertens-80	Ghose-Viswanadhan-Wendoloski antihypertensive-like index at 80%	Drug-like indices	Basic indices	
5236	Hypertens-50	Ghose-Viswanadhan-Wendoloski antihypertensive-like index at 50%	Drug-like indices	Basic indices	
5237	Hypnotic-80	Ghose-Viswanadhan-Wendoloski hypnotic-like index at 80%	Drug-like indices	Basic indices	
5238	Hypnotic-50	Ghose-Viswanadhan-Wendoloski hypnotic-like index at 50%	Drug-like indices	Basic indices	
5239	Neoplastic-80	Ghose-Viswanadhan-Wendoloski antineoplastic-like index at 80%	Drug-like indices	Basic indices	
5240	Neoplastic-50	Ghose-Viswanadhan-Wendoloski antineoplastic-like index at 50%	Drug-like indices	Basic indices	
5241	Infective-80	Ghose-Viswanadhan-Wendoloski antiinfective-like index at 80%	Drug-like indices	Basic indices	
5242	Infective-50	Ghose-Viswanadhan-Wendoloski antiinfective-like index at 50%	Drug-like indices	Basic indices	
5243	QEDu	Quantitative Estimation of Drug-likeness (unweighted)	Drug-like indices	Basic indices	
5244	QED	Quantitative Estimation of Drug-likeness	Drug-like indices	Basic indices	
5245	CATS3D_00_DD	CATS3D Donor-Donor BIN 00 (0.000 - 1.000 Å)	CATS 3D descriptors	Basic descriptors	
5246	CATS3D_01_DD	CATS3D Donor-Donor BIN 01 (1.000 - 2.000 Å)	CATS 3D descriptors	Basic descriptors	
5247	CATS3D_02_DD	CATS3D Donor-Donor BIN 02 (2.000 - 3.000 Å)	CATS 3D descriptors	Basic descriptors	
5248	CATS3D_03_DD	CATS3D Donor-Donor BIN 03 (3.000 - 4.000 Å)	CATS 3D descriptors	Basic descriptors	
5249	CATS3D_04_DD	CATS3D Donor-Donor BIN 04 (4.000 - 5.000 Å)	CATS 3D descriptors	Basic descriptors	
5250	CATS3D_05_DD	CATS3D Donor-Donor BIN 05 (5.000 - 6.000 Å)	CATS 3D descriptors	Basic descriptors	
5251	CATS3D_06_DD	CATS3D Donor-Donor BIN 06 (6.000 - 7.000 Å)	CATS 3D descriptors	Basic descriptors	
5252	CATS3D_07_DD	CATS3D Donor-Donor BIN 07 (7.000 - 8.000 Å)	CATS 3D descriptors	Basic descriptors	
5253	CATS3D_08_DD	CATS3D Donor-Donor BIN 08 (8.000 - 9.000 Å)	CATS 3D descriptors	Basic descriptors	
5254	CATS3D_09_DD	CATS3D Donor-Donor BIN 09 (9.000 - 10.000 Å)	CATS 3D descriptors	Basic descriptors	
5255	CATS3D_10_DD	CATS3D Donor-Donor BIN 10 (10.000 - 11.000 Å)	CATS 3D descriptors	Basic descriptors	
5256	CATS3D_11_DD	CATS3D Donor-Donor BIN 11 (11.000 - 12.000 Å)	CATS 3D descriptors	Basic descriptors	
5257	CATS3D_12_DD	CATS3D Donor-Donor BIN 12 (12.000 - 13.000 Å)	CATS 3D descriptors	Basic descriptors	
5258	CATS3D_13_DD	CATS3D Donor-Donor BIN 13 (13.000 - 14.000 Å)	CATS 3D descriptors	Basic descriptors	
5259	CATS3D_14_DD	CATS3D Donor-Donor BIN 14 (14.000 - 15.000 Å)	CATS 3D descriptors	Basic descriptors	
5260	CATS3D_15_DD	CATS3D Donor-Donor BIN 15 (15.000 - 16.000 Å)	CATS 3D descriptors	Basic descriptors	
5261	CATS3D_16_DD	CATS3D Donor-Donor BIN 16 (16.000 - 17.000 Å)	CATS 3D descriptors	Basic descriptors	
5262	CATS3D_17_DD	CATS3D Donor-Donor BIN 17 (17.000 - 18.000 Å)	CATS 3D descriptors	Basic descriptors	
5263	CATS3D_18_DD	CATS3D Donor-Donor BIN 18 (18.000 - 19.000 Å)	CATS 3D descriptors	Basic descriptors	
5264	CATS3D_19_DD	CATS3D Donor-Donor BIN 19 (19.000 - 20.000 Å)	CATS 3D descriptors	Basic descriptors	
5265	CATS3D_00_DA	CATS3D Donor-Acceptor BIN 00 (0.000 - 1.000 Å)	CATS 3D descriptors	Basic descriptors	
5266	CATS3D_01_DA	CATS3D Donor-Acceptor BIN 01 (1.000 - 2.000 Å)	CATS 3D descriptors	Basic descriptors	
5267	CATS3D_02_DA	CATS3D Donor-Acceptor BIN 02 (2.000 - 3.000 Å)	CATS 3D descriptors	Basic descriptors	
5268	CATS3D_03_DA	CATS3D Donor-Acceptor BIN 03 (3.000 - 4.000 Å)	CATS 3D descriptors	Basic descriptors	
5269	CATS3D_04_DA	CATS3D Donor-Acceptor BIN 04 (4.000 - 5.000 Å)	CATS 3D descriptors	Basic descriptors	
5270	CATS3D_05_DA	CATS3D Donor-Acceptor BIN 05 (5.000 - 6.000 Å)	CATS 3D descriptors	Basic descriptors	
5271	CATS3D_06_DA	CATS3D Donor-Acceptor BIN 06 (6.000 - 7.000 Å)	CATS 3D descriptors	Basic descriptors	
5272	CATS3D_07_DA	CATS3D Donor-Acceptor BIN 07 (7.000 - 8.000 Å)	CATS 3D descriptors	Basic descriptors	
5273	CATS3D_08_DA	CATS3D Donor-Acceptor BIN 08 (8.000 - 9.000 Å)	CATS 3D descriptors	Basic descriptors	
5274	CATS3D_09_DA	CATS3D Donor-Acceptor BIN 09 (9.000 - 10.000 Å)	CATS 3D descriptors	Basic descriptors	
5275	CATS3D_10_DA	CATS3D Donor-Acceptor BIN 10 (10.000 - 11.000 Å)	CATS 3D descriptors	Basic descriptors	
5276	CATS3D_11_DA	CATS3D Donor-Acceptor BIN 11 (11.000 - 12.000 Å)	CATS 3D descriptors	Basic descriptors	
5277	CATS3D_12_DA	CATS3D Donor-Acceptor BIN 12 (12.000 - 13.000 Å)	CATS 3D descriptors	Basic descriptors	
5278	CATS3D_13_DA	CATS3D Donor-Acceptor BIN 13 (13.000 - 14.000 Å)	CATS 3D descriptors	Basic descriptors	
5279	CATS3D_14_DA	CATS3D Donor-Acceptor BIN 14 (14.000 - 15.000 Å)	CATS 3D descriptors	Basic descriptors	
5280	CATS3D_15_DA	CATS3D Donor-Acceptor BIN 15 (15.000 - 16.000 Å)	CATS 3D descriptors	Basic descriptors	
5281	CATS3D_16_DA	CATS3D Donor-Acceptor BIN 16 (16.000 - 17.000 Å)	CATS 3D descriptors	Basic descriptors	
5282	CATS3D_17_DA	CATS3D Donor-Acceptor BIN 17 (17.000 - 18.000 Å)	CATS 3D descriptors	Basic descriptors	
5283	CATS3D_18_DA	CATS3D Donor-Acceptor BIN 18 (18.000 - 19.000 Å)	CATS 3D descriptors	Basic descriptors	
5284	CATS3D_19_DA	CATS3D Donor-Acceptor BIN 19 (19.000 - 20.000 Å)	CATS 3D descriptors	Basic descriptors	
5285	CATS3D_00_DP	CATS3D Donor-Positive BIN 00 (0.000 - 1.000 Å)	CATS 3D descriptors	Basic descriptors	
5286	CATS3D_01_DP	CATS3D Donor-Positive BIN 01 (1.000 - 2.000 Å)	CATS 3D descriptors	Basic descriptors	
5287	CATS3D_02_DP	CATS3D Donor-Positive BIN 02 (2.000 - 3.000 Å)	CATS 3D descriptors	Basic descriptors	
5288	CATS3D_03_DP	CATS3D Donor-Positive BIN 03 (3.000 - 4.000 Å)	CATS 3D descriptors	Basic descriptors	
5289	CATS3D_04_DP	CATS3D Donor-Positive BIN 04 (4.000 - 5.000 Å)	CATS 3D descriptors	Basic descriptors	
5290	CATS3D_05_DP	CATS3D Donor-Positive BIN 05 (5.000 - 6.000 Å)	CATS 3D descriptors	Basic descriptors	
5291	CATS3D_06_DP	CATS3D Donor-Positive BIN 06 (6.000 - 7.000 Å)	CATS 3D descriptors	Basic descriptors	
5292	CATS3D_07_DP	CATS3D Donor-Positive BIN 07 (7.000 - 8.000 Å)	CATS 3D descriptors	Basic descriptors	
5293	CATS3D_08_DP	CATS3D Donor-Positive BIN 08 (8.000 - 9.000 Å)	CATS 3D descriptors	Basic descriptors	
5294	CATS3D_09_DP	CATS3D Donor-Positive BIN 09 (9.000 - 10.000 Å)	CATS 3D descriptors	Basic descriptors	
5295	CATS3D_10_DP	CATS3D Donor-Positive BIN 10 (10.000 - 11.000 Å)	CATS 3D descriptors	Basic descriptors	
5296	CATS3D_11_DP	CATS3D Donor-Positive BIN 11 (11.000 - 12.000 Å)	CATS 3D descriptors	Basic descriptors	
5297	CATS3D_12_DP	CATS3D Donor-Positive BIN 12 (12.000 - 13.000 Å)	CATS 3D descriptors	Basic descriptors	
5298	CATS3D_13_DP	CATS3D Donor-Positive BIN 13 (13.000 - 14.000 Å)	CATS 3D descriptors	Basic descriptors	
5299	CATS3D_14_DP	CATS3D Donor-Positive BIN 14 (14.000 - 15.000 Å)	CATS 3D descriptors	Basic descriptors	
5300	CATS3D_15_DP	CATS3D Donor-Positive BIN 15 (15.000 - 16.000 Å)	CATS 3D descriptors	Basic descriptors	
5301	CATS3D_16_DP	CATS3D Donor-Positive BIN 16 (16.000 - 17.000 Å)	CATS 3D descriptors	Basic descriptors	
5302	CATS3D_17_DP	CATS3D Donor-Positive BIN 17 (17.000 - 18.000 Å)	CATS 3D descriptors	Basic descriptors	
5303	CATS3D_18_DP	CATS3D Donor-Positive BIN 18 (18.000 - 19.000 Å)	CATS 3D descriptors	Basic descriptors	
5304	CATS3D_19_DP	CATS3D Donor-Positive BIN 19 (19.000 - 20.000 Å)	CATS 3D descriptors	Basic descriptors	
5305	CATS3D_00_DN	CATS3D Donor-Negative BIN 00 (0.000 - 1.000 Å)	CATS 3D descriptors	Basic descriptors	
5306	CATS3D_01_DN	CATS3D Donor-Negative BIN 01 (1.000 - 2.000 Å)	CATS 3D descriptors	Basic descriptors	
5307	CATS3D_02_DN	CATS3D Donor-Negative BIN 02 (2.000 - 3.000 Å)	CATS 3D descriptors	Basic descriptors	
5308	CATS3D_03_DN	CATS3D Donor-Negative BIN 03 (3.000 - 4.000 Å)	CATS 3D descriptors	Basic descriptors	
5309	CATS3D_04_DN	CATS3D Donor-Negative BIN 04 (4.000 - 5.000 Å)	CATS 3D descriptors	Basic descriptors	
5310	CATS3D_05_DN	CATS3D Donor-Negative BIN 05 (5.000 - 6.000 Å)	CATS 3D descriptors	Basic descriptors	
5311	CATS3D_06_DN	CATS3D Donor-Negative BIN 06 (6.000 - 7.000 Å)	CATS 3D descriptors	Basic descriptors	
5312	CATS3D_07_DN	CATS3D Donor-Negative BIN 07 (7.000 - 8.000 Å)	CATS 3D descriptors	Basic descriptors	
5313	CATS3D_08_DN	CATS3D Donor-Negative BIN 08 (8.000 - 9.000 Å)	CATS 3D descriptors	Basic descriptors	
5314	CATS3D_09_DN	CATS3D Donor-Negative BIN 09 (9.000 - 10.000 Å)	CATS 3D descriptors	Basic descriptors	
5315	CATS3D_10_DN	CATS3D Donor-Negative BIN 10 (10.000 - 11.000 Å)	CATS 3D descriptors	Basic descriptors	
5316	CATS3D_11_DN	CATS3D Donor-Negative BIN 11 (11.000 - 12.000 Å)	CATS 3D descriptors	Basic descriptors	
5317	CATS3D_12_DN	CATS3D Donor-Negative BIN 12 (12.000 - 13.000 Å)	CATS 3D descriptors	Basic descriptors	
5318	CATS3D_13_DN	CATS3D Donor-Negative BIN 13 (13.000 - 14.000 Å)	CATS 3D descriptors	Basic descriptors	
5319	CATS3D_14_DN	CATS3D Donor-Negative BIN 14 (14.000 - 15.000 Å)	CATS 3D descriptors	Basic descriptors	
5320	CATS3D_15_DN	CATS3D Donor-Negative BIN 15 (15.000 - 16.000 Å)	CATS 3D descriptors	Basic descriptors	
5321	CATS3D_16_DN	CATS3D Donor-Negative BIN 16 (16.000 - 17.000 Å)	CATS 3D descriptors	Basic descriptors	
5322	CATS3D_17_DN	CATS3D Donor-Negative BIN 17 (17.000 - 18.000 Å)	CATS 3D descriptors	Basic descriptors	
5323	CATS3D_18_DN	CATS3D Donor-Negative BIN 18 (18.000 - 19.000 Å)	CATS 3D descriptors	Basic descriptors	
5324	CATS3D_19_DN	CATS3D Donor-Negative BIN 19 (19.000 - 20.000 Å)	CATS 3D descriptors	Basic descriptors	
5325	CATS3D_00_DL	CATS3D Donor-Lipophilic BIN 00 (0.000 - 1.000 Å)	CATS 3D descriptors	Basic descriptors	
5326	CATS3D_01_DL	CATS3D Donor-Lipophilic BIN 01 (1.000 - 2.000 Å)	CATS 3D descriptors	Basic descriptors	
5327	CATS3D_02_DL	CATS3D Donor-Lipophilic BIN 02 (2.000 - 3.000 Å)	CATS 3D descriptors	Basic descriptors	
5328	CATS3D_03_DL	CATS3D Donor-Lipophilic BIN 03 (3.000 - 4.000 Å)	CATS 3D descriptors	Basic descriptors	
5329	CATS3D_04_DL	CATS3D Donor-Lipophilic BIN 04 (4.000 - 5.000 Å)	CATS 3D descriptors	Basic descriptors	
5330	CATS3D_05_DL	CATS3D Donor-Lipophilic BIN 05 (5.000 - 6.000 Å)	CATS 3D descriptors	Basic descriptors	
5331	CATS3D_06_DL	CATS3D Donor-Lipophilic BIN 06 (6.000 - 7.000 Å)	CATS 3D descriptors	Basic descriptors	
5332	CATS3D_07_DL	CATS3D Donor-Lipophilic BIN 07 (7.000 - 8.000 Å)	CATS 3D descriptors	Basic descriptors	
5333	CATS3D_08_DL	CATS3D Donor-Lipophilic BIN 08 (8.000 - 9.000 Å)	CATS 3D descriptors	Basic descriptors	
5334	CATS3D_09_DL	CATS3D Donor-Lipophilic BIN 09 (9.000 - 10.000 Å)	CATS 3D descriptors	Basic descriptors	
5335	CATS3D_10_DL	CATS3D Donor-Lipophilic BIN 10 (10.000 - 11.000 Å)	CATS 3D descriptors	Basic descriptors	
5336	CATS3D_11_DL	CATS3D Donor-Lipophilic BIN 11 (11.000 - 12.000 Å)	CATS 3D descriptors	Basic descriptors	
5337	CATS3D_12_DL	CATS3D Donor-Lipophilic BIN 12 (12.000 - 13.000 Å)	CATS 3D descriptors	Basic descriptors	
5338	CATS3D_13_DL	CATS3D Donor-Lipophilic BIN 13 (13.000 - 14.000 Å)	CATS 3D descriptors	Basic descriptors	
5339	CATS3D_14_DL	CATS3D Donor-Lipophilic BIN 14 (14.000 - 15.000 Å)	CATS 3D descriptors	Basic descriptors	
5340	CATS3D_15_DL	CATS3D Donor-Lipophilic BIN 15 (15.000 - 16.000 Å)	CATS 3D descriptors	Basic descriptors	
5341	CATS3D_16_DL	CATS3D Donor-Lipophilic BIN 16 (16.000 - 17.000 Å)	CATS 3D descriptors	Basic descriptors	
5342	CATS3D_17_DL	CATS3D Donor-Lipophilic BIN 17 (17.000 - 18.000 Å)	CATS 3D descriptors	Basic descriptors	
5343	CATS3D_18_DL	CATS3D Donor-Lipophilic BIN 18 (18.000 - 19.000 Å)	CATS 3D descriptors	Basic descriptors	
5344	CATS3D_19_DL	CATS3D Donor-Lipophilic BIN 19 (19.000 - 20.000 Å)	CATS 3D descriptors	Basic descriptors	
5345	CATS3D_00_AA	CATS3D Acceptor-Acceptor BIN 00 (0.000 - 1.000 Å)	CATS 3D descriptors	Basic descriptors	
5346	CATS3D_01_AA	CATS3D Acceptor-Acceptor BIN 01 (1.000 - 2.000 Å)	CATS 3D descriptors	Basic descriptors	
5347	CATS3D_02_AA	CATS3D Acceptor-Acceptor BIN 02 (2.000 - 3.000 Å)	CATS 3D descriptors	Basic descriptors	
5348	CATS3D_03_AA	CATS3D Acceptor-Acceptor BIN 03 (3.000 - 4.000 Å)	CATS 3D descriptors	Basic descriptors	
5349	CATS3D_04_AA	CATS3D Acceptor-Acceptor BIN 04 (4.000 - 5.000 Å)	CATS 3D descriptors	Basic descriptors	
5350	CATS3D_05_AA	CATS3D Acceptor-Acceptor BIN 05 (5.000 - 6.000 Å)	CATS 3D descriptors	Basic descriptors	
5351	CATS3D_06_AA	CATS3D Acceptor-Acceptor BIN 06 (6.000 - 7.000 Å)	CATS 3D descriptors	Basic descriptors	
5352	CATS3D_07_AA	CATS3D Acceptor-Acceptor BIN 07 (7.000 - 8.000 Å)	CATS 3D descriptors	Basic descriptors	
5353	CATS3D_08_AA	CATS3D Acceptor-Acceptor BIN 08 (8.000 - 9.000 Å)	CATS 3D descriptors	Basic descriptors	
5354	CATS3D_09_AA	CATS3D Acceptor-Acceptor BIN 09 (9.000 - 10.000 Å)	CATS 3D descriptors	Basic descriptors	
5355	CATS3D_10_AA	CATS3D Acceptor-Acceptor BIN 10 (10.000 - 11.000 Å)	CATS 3D descriptors	Basic descriptors	
5356	CATS3D_11_AA	CATS3D Acceptor-Acceptor BIN 11 (11.000 - 12.000 Å)	CATS 3D descriptors	Basic descriptors	
5357	CATS3D_12_AA	CATS3D Acceptor-Acceptor BIN 12 (12.000 - 13.000 Å)	CATS 3D descriptors	Basic descriptors	
5358	CATS3D_13_AA	CATS3D Acceptor-Acceptor BIN 13 (13.000 - 14.000 Å)	CATS 3D descriptors	Basic descriptors	
5359	CATS3D_14_AA	CATS3D Acceptor-Acceptor BIN 14 (14.000 - 15.000 Å)	CATS 3D descriptors	Basic descriptors	
5360	CATS3D_15_AA	CATS3D Acceptor-Acceptor BIN 15 (15.000 - 16.000 Å)	CATS 3D descriptors	Basic descriptors	
