No.	NAME	CATS2D_02_DD	CATS2D_03_DD	CATS2D_04_DD	CATS2D_06_DD	CATS2D_07_DD	CATS2D_09_DD	CATS2D_02_DA	CATS2D_03_DA	CATS2D_04_DA	CATS2D_05_DA	CATS2D_06_DA	CATS2D_07_DA	CATS2D_08_DA	CATS2D_09_DA	CATS2D_00_DP	CATS2D_03_DP	CATS2D_06_DP	CATS2D_04_DN	CATS2D_05_DN	CATS2D_06_DN	CATS2D_07_DN	CATS2D_09_DN	CATS2D_02_DL	CATS2D_03_DL	CATS2D_04_DL	CATS2D_05_DL	CATS2D_06_DL	CATS2D_07_DL	CATS2D_08_DL	CATS2D_09_DL	CATS2D_02_AA	CATS2D_03_AA	CATS2D_04_AA	CATS2D_05_AA	CATS2D_06_AA	CATS2D_07_AA	CATS2D_08_AA	CATS2D_09_AA	CATS2D_02_AP	CATS2D_03_AP	CATS2D_04_AP	CATS2D_05_AP	CATS2D_06_AP	CATS2D_07_AP	CATS2D_08_AP	CATS2D_09_AP	CATS2D_02_AN	CATS2D_03_AN	CATS2D_04_AN	CATS2D_05_AN	CATS2D_06_AN	CATS2D_07_AN	CATS2D_08_AN	CATS2D_09_AN	CATS2D_02_AL	CATS2D_03_AL	CATS2D_04_AL	CATS2D_05_AL	CATS2D_06_AL	CATS2D_07_AL	CATS2D_08_AL	CATS2D_09_AL	CATS2D_00_PP	CATS2D_03_PN	CATS2D_05_PN	CATS2D_09_PN	CATS2D_03_PL	CATS2D_04_PL	CATS2D_05_PL	CATS2D_06_PL	CATS2D_07_PL	CATS2D_08_PL	CATS2D_09_PL	CATS2D_02_NL	CATS2D_03_NL	CATS2D_04_NL	CATS2D_05_NL	CATS2D_06_NL	CATS2D_07_NL	CATS2D_08_NL	CATS2D_09_NL	CATS2D_00_LL	CATS2D_01_LL	CATS2D_03_LL	CATS2D_04_LL	CATS2D_05_LL	CATS2D_06_LL	CATS2D_07_LL	CATS2D_08_LL	CATS2D_09_LL	SHED_DA	SHED_DP	SHED_DN	SHED_DL	SHED_AA	SHED_AP	SHED_AN	SHED_AL	SHED_PP	SHED_PN	SHED_PL	SHED_NL	SHED_LL
479	Ceftriaxone	0	0	0	1	0	0	2	3	2	1	4	0	0	4	1	0	1	0	0	1	0	0	1	1	0	2	0	1	0	1	5	9	4	4	4	9	7	6	1	0	0	1	2	0	0	2	2	3	0	1	0	3	3	3	5	3	7	9	5	5	4	4	1	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	1	0	0	4	0	0	1	0	0	0	1	0	11.2240800237043	1	4	6.72717132202972	14.5107483063177	8.48582603511376	9.95884005986143	11.4134148125909	0	2	4	4.45565973351251	4.7622031559046
480	Sulbenicillin	0	0	0	0	0	0	1	2	3	0	2	0	0	0	0	0	0	1	0	1	0	0	0	2	2	4	1	0	0	0	5	2	3	4	0	6	2	0	0	0	0	0	0	0	0	0	3	1	1	1	0	2	1	0	1	6	15	11	6	9	4	10	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	1	1	0	3	9	6	3	0	0	1	2	4	5	3.74674829750099	0	2	3.57165236692845	6.43747531029416	0	5.91938942435933	9.04993521044316	0	0	0	7.60765184738223	7.65546966688158
481	Moxalactam	0	0	0	0	1	0	2	3	2	0	2	4	0	3	0	0	0	1	0	1	1	0	3	3	3	4	0	1	0	0	7	5	4	7	8	17	8	5	0	0	0	0	0	0	0	0	2	1	1	2	2	6	3	0	9	9	13	16	6	10	8	5	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	0	0	1	2	8	5	4	0	0	0	1	1	3	9.39534532109251	0	4	6.0985175654302	13.2667081295288	0	8.77183508793372	12.9056250132926	0	0	0	7.49349659500198	7.58253327759746
482	Nalidixic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	10	3	7	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	6	2	2	4	1	3	0	0	0	0	0	0	0	2.58640928985893	0	2.82842712474619	5.04799214460419	0	0	0	4.7622031559046	5.5516075873073
483	Cephalothin	0	0	0	0	0	0	1	2	0	0	2	1	0	1	0	0	0	0	0	1	0	0	1	1	2	2	0	0	0	1	3	2	1	6	2	2	3	1	0	0	0	0	0	0	0	0	1	1	0	2	0	1	1	0	6	2	6	6	2	7	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	7	1	1	1	1	1	3	1	2	4.71065067421325	0	1	4.71065067421325	7.54330099438951	0	4.7622031559046	10.7399050604844	0	0	0	5.74234749205346	10.7225638022256
484	Cephalothin	0	0	0	0	0	0	1	2	0	0	2	1	0	1	0	0	0	0	0	1	0	0	1	1	2	2	0	0	0	1	3	2	1	6	2	2	3	1	0	0	0	0	0	0	0	0	1	1	0	2	0	1	1	0	6	2	6	6	2	7	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	7	1	1	1	1	1	3	1	2	4.71065067421325	0	1	4.71065067421325	7.54330099438951	0	4.7622031559046	10.7399050604844	0	0	0	5.74234749205346	10.7225638022256
485	Cefamandole	0	1	0	0	0	0	1	4	0	0	4	0	0	4	0	0	0	0	0	1	0	1	1	4	4	4	2	1	1	0	5	3	0	4	4	6	8	4	0	0	0	0	0	0	0	0	1	1	0	1	0	2	3	1	5	7	9	10	7	7	5	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	9	6	3	1	0	1	2	3	3	6.35979448081624	0	2	6.61380521524019	10.1579526727383	0	5.34941802342378	14.1565286558086	0	0	0	5.66964472452693	9.85543191074763
486	Cefotaxime	0	0	0	1	0	0	2	3	2	1	4	1	0	3	1	0	1	0	0	1	0	0	1	1	0	2	0	0	0	2	3	4	4	6	4	6	3	3	1	0	0	1	2	0	0	2	1	1	0	2	0	1	1	1	6	2	5	5	3	5	4	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	4	0	0	1	0	1	0	1	0	8.85467493295556	1	2	5.65685424949238	11.6649102943897	6.59753955386447	6.6138052152402	10.7459141262214	0	1	4	4	6
487	Cefmetazole	0	0	0	0	0	0	2	2	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	5	4	1	4	5	6	9	6	0	0	0	0	0	0	0	0	1	1	0	1	1	2	3	0	4	7	5	9	5	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	4	0	0	1	0	1	0	1	0	4.92422400177354	0	1	2.82842712474619	12.1949629385702	0	6.26120069029542	8.80136675068247	0	0	0	2.82842712474619	4.7622031559046
488	Cefmetazole	0	0	0	0	0	0	2	2	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	5	4	1	4	5	6	9	6	0	0	0	0	0	0	0	0	1	1	0	1	1	2	3	0	4	7	5	9	5	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	4	0	0	1	0	1	0	1	0	4.92422400177354	0	1	2.82842712474619	12.1949629385702	0	6.26120069029542	8.80136675068247	0	0	0	2.82842712474619	4.7622031559046
489	Ampicillin	0	1	0	0	0	0	1	3	0	0	4	0	0	2	1	1	0	0	0	1	0	1	1	4	4	5	2	0	2	0	2	2	0	4	0	0	2	0	0	1	0	0	2	0	0	2	1	1	0	1	0	0	1	0	1	3	9	5	3	6	4	4	1	0	0	1	2	2	1	1	0	2	0	0	0	3	0	0	0	0	1	9	6	3	0	0	1	2	4	5	3.59611546662432	1	2	5.32888560805461	3.789291416276	2.87174588749259	4	9.76981016479366	0	1	5.66964472452693	4.58575641234582	7.65546966688158
490	Nalidixic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	10	3	7	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	6	2	2	4	1	3	0	0	0	0	0	0	0	2.58640928985893	0	2.82842712474619	5.04799214460419	0	0	0	4.7622031559046	5.5516075873073
491	Cefotaxime	0	0	0	1	0	0	2	3	2	1	4	1	0	3	1	0	1	0	0	1	0	0	1	1	0	2	0	0	0	2	3	4	4	6	4	6	3	3	1	0	0	1	2	0	0	2	1	1	0	2	0	1	1	1	6	2	5	5	3	5	4	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	4	0	0	1	0	1	0	1	0	8.85467493295556	1	2	5.65685424949238	11.6649102943897	6.59753955386447	6.6138052152402	10.7459141262214	0	1	4	4	6
492	Ceftizoxime	0	0	0	1	0	0	2	3	2	1	4	0	0	2	1	0	1	0	0	1	0	0	1	1	0	2	0	0	0	1	2	4	3	4	2	4	2	2	1	0	0	1	2	0	0	2	1	1	0	1	0	0	1	1	3	2	3	5	1	3	3	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	6.51073099252255	1	2	4.7622031559046	9.24687625873865	4.75682846001088	5.74234749205346	8.33248162338902	0	1	3	3	3
493	Nalidixic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	10	3	7	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	6	2	2	4	1	3	0	0	0	0	0	0	0	2.58640928985893	0	2.82842712474619	5.04799214460419	0	0	0	4.7622031559046	5.5516075873073
494	Cefmetazole	0	0	0	0	0	0	2	2	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	5	4	1	4	5	6	9	6	0	0	0	0	0	0	0	0	1	1	0	1	1	2	3	0	4	7	5	9	5	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	4	0	0	1	0	1	0	1	0	4.92422400177354	0	1	2.82842712474619	12.1949629385702	0	6.26120069029542	8.80136675068247	0	0	0	2.82842712474619	4.7622031559046
495	Cefaclor	0	1	0	0	0	0	1	3	0	0	4	0	0	2	1	1	0	0	0	1	0	1	1	4	4	3	3	0	0	1	2	2	0	4	0	0	2	0	0	1	0	0	2	0	0	2	1	1	0	1	0	0	1	0	1	2	5	6	3	4	5	4	1	0	0	1	2	2	1	1	0	0	1	0	0	1	1	0	0	0	1	8	6	4	0	0	1	2	2	2	3.59611546662432	1	2	5.29870225712421	3.789291416276	2.87174588749259	4	10.0898268278415	0	1	5.65685424949238	5.65685424949238	8.32042203342157
496	Ampicillin	0	1	0	0	0	0	1	3	0	0	4	0	0	2	1	1	0	0	0	1	0	1	1	4	4	5	2	0	2	0	2	2	0	4	0	0	2	0	0	1	0	0	2	0	0	2	1	1	0	1	0	0	1	0	1	3	9	5	3	6	4	4	1	0	0	1	2	2	1	1	0	2	0	0	0	3	0	0	0	0	1	9	6	3	0	0	1	2	4	5	3.59611546662432	1	2	5.32888560805461	3.789291416276	2.87174588749259	4	9.76981016479366	0	1	5.66964472452693	4.58575641234582	7.65546966688158
497	Piperacillin	0	1	0	0	0	0	3	3	1	4	4	1	2	2	0	0	0	0	0	1	0	1	1	4	4	5	2	1	2	0	5	6	1	8	0	1	8	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	2	3	12	11	8	13	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	10	6	3	0	0	1	2	4	6	7.19223093324864	0	2	6.68740304976422	8.12592896185081	0	6.61380521524019	11.2249524064267	0	0	0	5.45069178784675	9.67173344792426
498	Nocardicin B	0	0	1	0	0	1	1	3	2	0	3	6	1	1	0	0	0	0	0	1	1	0	2	4	5	5	2	2	0	3	3	3	1	6	4	6	3	2	0	2	1	0	0	0	0	0	2	1	0	2	0	1	1	1	7	14	15	10	4	9	12	11	1	1	0	0	0	0	0	2	2	1	0	0	2	2	2	0	2	2	2	11	8	4	2	2	1	0	1	4	11.203810480349	1.88988157484231	4.7622031559046	11.5516367669906	15.1314209485917	6.64449194422446	11.930789796909	14.5722465682922	0	2	6.64449194422446	11.7154519838396	10.9593246043387
499	Nalidixic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	10	3	7	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	6	2	2	4	1	3	0	0	0	0	0	0	0	2.58640928985893	0	2.82842712474619	5.04799214460419	0	0	0	4.7622031559046	5.5516075873073
500	Nocardicin B	0	0	1	0	0	1	1	3	2	0	3	6	1	1	0	0	0	0	0	1	1	0	2	4	5	5	2	2	0	3	3	3	1	6	4	6	3	2	0	2	1	0	0	0	0	0	2	1	0	2	0	1	1	1	7	14	15	10	4	9	12	11	1	1	0	0	0	0	0	2	2	1	0	0	2	2	2	0	2	2	2	11	8	4	2	2	1	0	1	4	11.203810480349	1.88988157484231	4.7622031559046	11.5516367669906	15.1314209485917	6.64449194422446	11.930789796909	14.5722465682922	0	2	6.64449194422446	11.7154519838396	10.9593246043387
501	Nalidixic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	10	3	7	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	6	2	2	4	1	3	0	0	0	0	0	0	0	2.58640928985893	0	2.82842712474619	5.04799214460419	0	0	0	4.7622031559046	5.5516075873073
502	Piperacillin	0	1	0	0	0	0	3	3	1	4	4	1	2	2	0	0	0	0	0	1	0	1	1	4	4	5	2	1	2	0	5	6	1	8	0	1	8	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	2	3	12	11	8	13	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	10	6	3	0	0	1	2	4	6	7.19223093324864	0	2	6.68740304976422	8.12592896185081	0	6.61380521524019	11.2249524064267	0	0	0	5.45069178784675	9.67173344792426
503	LY097964	0	0	0	1	0	0	2	3	2	1	4	0	0	2	1	0	1	0	0	1	0	0	1	1	0	2	1	0	0	1	2	4	3	4	2	4	2	2	1	0	0	1	2	0	0	2	1	1	0	1	0	0	1	1	3	3	5	6	1	3	4	3	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	4	1	1	0	0	0	0	1	0	6.51073099252255	1	2	6.72717132202972	9.24687625873865	4.75682846001088	5.74234749205346	9.08292727290128	0	1	4	4	6
504	LY097964	0	0	0	1	0	0	2	3	2	1	4	0	0	2	1	0	1	0	0	1	0	0	1	1	0	2	1	0	0	1	2	4	3	4	2	4	2	2	1	0	0	1	2	0	0	2	1	1	0	1	0	0	1	1	3	3	5	6	1	3	4	3	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	4	1	1	0	0	0	0	1	0	6.51073099252255	1	2	6.72717132202972	9.24687625873865	4.75682846001088	5.74234749205346	9.08292727290128	0	1	4	4	6
505	Cefotaxime	0	0	0	1	0	0	2	3	2	1	4	1	0	3	1	0	1	0	0	1	0	0	1	1	0	2	0	0	0	2	3	4	4	6	4	6	3	3	1	0	0	1	2	0	0	2	1	1	0	2	0	1	1	1	6	2	5	5	3	5	4	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	4	0	0	1	0	1	0	1	0	8.85467493295556	1	2	5.65685424949238	11.6649102943897	6.59753955386447	6.6138052152402	10.7459141262214	0	1	4	4	6
506	Cefuroxime	0	0	0	0	0	1	3	3	2	0	3	3	1	1	1	0	0	0	0	1	1	0	0	1	2	2	1	0	0	0	3	4	4	6	4	6	3	3	2	0	0	0	1	2	1	0	1	1	0	2	0	1	1	1	5	3	7	5	2	5	3	2	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	4	1	0	0	0	0	1	1	1	9.00640025680409	1	2	5.65685424949238	11.6649102943897	6.59753955386447	6.6138052152402	10.9533584700698	0	1	4	4	6
507	Nalidixic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	10	3	7	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	6	2	2	4	1	3	0	0	0	0	0	0	0	2.58640928985893	0	2.82842712474619	5.04799214460419	0	0	0	4.7622031559046	5.5516075873073
508	Cephalothin	0	0	0	0	0	0	1	2	0	0	2	1	0	1	0	0	0	0	0	1	0	0	1	1	2	2	0	0	0	1	3	2	1	6	2	2	3	1	0	0	0	0	0	0	0	0	1	1	0	2	0	1	1	0	6	2	6	6	2	7	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	7	1	1	1	1	1	3	1	2	4.71065067421325	0	1	4.71065067421325	7.54330099438951	0	4.7622031559046	10.7399050604844	0	0	0	5.74234749205346	10.7225638022256
509	Ceftazidime	0	0	0	1	0	0	2	3	2	1	4	3	0	4	1	0	1	0	0	1	1	1	1	1	0	2	2	0	2	3	3	6	6	6	3	8	2	3	1	0	1	3	3	0	0	5	2	2	1	2	0	2	1	1	8	9	4	5	7	8	9	7	2	0	1	1	1	1	0	0	0	2	1	0	3	0	1	0	2	2	0	8	2	0	2	1	2	3	1	2	8.15208513671111	3	4	9.20756407058823	11.0531861839831	8.5796374541035	8.91086208937436	13.4107470514106	1	4	8.72406186132206	8.17171598155044	11.7377996521076
510	Cefaclor	0	1	0	0	0	0	1	3	0	0	4	0	0	2	1	1	0	0	0	1	0	1	1	4	4	3	3	0	0	1	2	2	0	4	0	0	2	0	0	1	0	0	2	0	0	2	1	1	0	1	0	0	1	0	1	2	5	6	3	4	5	4	1	0	0	1	2	2	1	1	0	0	1	0	0	1	1	0	0	0	1	8	6	4	0	0	1	2	2	2	3.59611546662432	1	2	5.29870225712421	3.789291416276	2.87174588749259	4	10.0898268278415	0	1	5.65685424949238	5.65685424949238	8.32042203342157
511	Piperacillin	0	1	0	0	0	0	3	3	1	4	4	1	2	2	0	0	0	0	0	1	0	1	1	4	4	5	2	1	2	0	5	6	1	8	0	1	8	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	2	3	12	11	8	13	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	10	6	3	0	0	1	2	4	6	7.19223093324864	0	2	6.68740304976422	8.12592896185081	0	6.61380521524019	11.2249524064267	0	0	0	5.45069178784675	9.67173344792426
512	Cefotaxime	0	0	0	1	0	0	2	3	2	1	4	1	0	3	1	0	1	0	0	1	0	0	1	1	0	2	0	0	0	2	3	4	4	6	4	6	3	3	1	0	0	1	2	0	0	2	1	1	0	2	0	1	1	1	6	2	5	5	3	5	4	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	4	0	0	1	0	1	0	1	0	8.85467493295556	1	2	5.65685424949238	11.6649102943897	6.59753955386447	6.6138052152402	10.7459141262214	0	1	4	4	6
513	Cephalothin	0	0	0	0	0	0	1	2	0	0	2	1	0	1	0	0	0	0	0	1	0	0	1	1	2	2	0	0	0	1	3	2	1	6	2	2	3	1	0	0	0	0	0	0	0	0	1	1	0	2	0	1	1	0	6	2	6	6	2	7	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	7	1	1	1	1	1	3	1	2	4.71065067421325	0	1	4.71065067421325	7.54330099438951	0	4.7622031559046	10.7399050604844	0	0	0	5.74234749205346	10.7225638022256
514	Cefoxitin	0	0	0	0	0	1	4	2	0	0	3	3	1	2	1	0	0	0	0	1	1	0	1	1	3	2	1	0	0	0	3	4	2	6	4	3	3	2	2	0	0	0	1	2	1	1	1	1	0	2	1	1	1	0	4	3	7	7	3	6	4	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	6	1	1	0	1	0	3	1	2	6.30125442445309	1	2	7.2369838003579	8.16637852013742	5.65685424949238	5.74234749205346	11.014833991545	0	1	4.7622031559046	4.7622031559046	6.42006867797938
515	Ceftazidime	0	0	0	1	0	0	2	3	2	1	4	3	0	4	1	0	1	0	0	1	1	1	1	1	0	2	2	0	2	3	3	6	6	6	3	8	2	3	1	0	1	3	3	0	0	5	2	2	1	2	0	2	1	1	8	9	4	5	7	8	9	7	2	0	1	1	1	1	0	0	0	2	1	0	3	0	1	0	2	2	0	8	2	0	2	1	2	3	1	2	8.15208513671111	3	4	9.20756407058823	11.0531861839831	8.5796374541035	8.91086208937436	13.4107470514106	1	4	8.72406186132206	8.17171598155044	11.7377996521076
516	Piperacillin	0	1	0	0	0	0	3	3	1	4	4	1	2	2	0	0	0	0	0	1	0	1	1	4	4	5	2	1	2	0	5	6	1	8	0	1	8	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	2	3	12	11	8	13	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	10	6	3	0	0	1	2	4	6	7.19223093324864	0	2	6.68740304976422	8.12592896185081	0	6.61380521524019	11.2249524064267	0	0	0	5.45069178784675	9.67173344792426
517	Cefmetazole	0	0	0	0	0	0	2	2	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	5	4	1	4	5	6	9	6	0	0	0	0	0	0	0	0	1	1	0	1	1	2	3	0	4	7	5	9	5	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	4	0	0	1	0	1	0	1	0	4.92422400177354	0	1	2.82842712474619	12.1949629385702	0	6.26120069029542	8.80136675068247	0	0	0	2.82842712474619	4.7622031559046
518	Aztreonam	0	0	0	1	0	0	2	3	2	4	2	2	0	4	1	0	1	0	1	0	1	1	1	1	0	1	2	0	2	1	8	4	8	2	2	11	3	6	1	0	0	1	2	0	0	4	4	1	2	0	0	3	1	2	4	6	5	3	5	2	4	4	1	0	0	1	0	0	0	0	0	2	1	0	2	1	0	0	0	1	0	4	0	0	0	0	0	2	1	2	7.65424472120392	1	4	5.65685424949238	9.20658065168762	4.34115281760506	7.15908664099259	9.60576646174869	0	2	2.82842712474619	4.75682846001088	3.77976314968462
519	Cefamandole	0	1	0	0	0	0	1	4	0	0	4	0	0	4	0	0	0	0	0	1	0	1	1	4	4	4	2	1	1	0	5	3	0	4	4	6	8	4	0	0	0	0	0	0	0	0	1	1	0	1	0	2	3	1	5	7	9	10	7	7	5	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	9	6	3	1	0	1	2	3	3	6.35979448081624	0	2	6.61380521524019	10.1579526727383	0	5.34941802342378	14.1565286558086	0	0	0	5.66964472452693	9.85543191074763
520	Nalidixic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	10	3	7	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	6	2	2	4	1	3	0	0	0	0	0	0	0	2.58640928985893	0	2.82842712474619	5.04799214460419	0	0	0	4.7622031559046	5.5516075873073
521	Cefoxitin	0	0	0	0	0	1	4	2	0	0	3	3	1	2	1	0	0	0	0	1	1	0	1	1	3	2	1	0	0	0	3	4	2	6	4	3	3	2	2	0	0	0	1	2	1	1	1	1	0	2	1	1	1	0	4	3	7	7	3	6	4	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	6	1	1	0	1	0	3	1	2	6.30125442445309	1	2	7.2369838003579	8.16637852013742	5.65685424949238	5.74234749205346	11.014833991545	0	1	4.7622031559046	4.7622031559046	6.42006867797938
522	Ceftriaxone	0	0	0	1	0	0	2	3	2	1	4	0	0	4	1	0	1	0	0	1	0	0	1	1	0	2	0	1	0	1	5	9	4	4	4	9	7	6	1	0	0	1	2	0	0	2	2	3	0	1	0	3	3	3	5	3	7	9	5	5	4	4	1	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	1	0	0	4	0	0	1	0	0	0	1	0	11.2240800237043	1	4	6.72717132202972	14.5107483063177	8.48582603511376	9.95884005986143	11.4134148125909	0	2	4	4.45565973351251	4.7622031559046
523	Nalidixic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	10	3	7	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	6	2	2	4	1	3	0	0	0	0	0	0	0	2.58640928985893	0	2.82842712474619	5.04799214460419	0	0	0	4.7622031559046	5.5516075873073
524	Nalidixic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	10	3	7	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	6	2	2	4	1	3	0	0	0	0	0	0	0	2.58640928985893	0	2.82842712474619	5.04799214460419	0	0	0	4.7622031559046	5.5516075873073
525	Cefamandole	0	1	0	0	0	0	1	4	0	0	4	0	0	4	0	0	0	0	0	1	0	1	1	4	4	4	2	1	1	0	5	3	0	4	4	6	8	4	0	0	0	0	0	0	0	0	1	1	0	1	0	2	3	1	5	7	9	10	7	7	5	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	9	6	3	1	0	1	2	3	3	6.35979448081624	0	2	6.61380521524019	10.1579526727383	0	5.34941802342378	14.1565286558086	0	0	0	5.66964472452693	9.85543191074763
526	Sulbenicillin	0	0	0	0	0	0	1	2	3	0	2	0	0	0	0	0	0	1	0	1	0	0	0	2	2	4	1	0	0	0	5	2	3	4	0	6	2	0	0	0	0	0	0	0	0	0	3	1	1	1	0	2	1	0	1	6	15	11	6	9	4	10	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	1	1	0	3	9	6	3	0	0	1	2	4	5	3.74674829750099	0	2	3.57165236692845	6.43747531029416	0	5.91938942435933	9.04993521044316	0	0	0	7.60765184738223	7.65546966688158
527	BL-S217	0	0	0	0	0	0	1	2	0	0	2	2	0	1	0	0	0	0	0	1	0	0	0	2	0	3	0	0	0	1	3	2	1	6	2	3	3	1	0	0	0	0	0	1	0	0	1	1	0	2	0	1	1	0	7	3	5	5	4	3	5	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	6	0	0	1	0	2	0	3	0	4.75682846001088	1	1	2.7494592739972	10.9911304233617	4.71065067421325	5.74234749205346	11.7259498707646	0	1	4.7622031559046	4.7622031559046	6.30529889831506
528	Cefotaxime	0	0	0	1	0	0	2	3	2	1	4	1	0	3	1	0	1	0	0	1	0	0	1	1	0	2	0	0	0	2	3	4	4	6	4	6	3	3	1	0	0	1	2	0	0	2	1	1	0	2	0	1	1	1	6	2	5	5	3	5	4	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	4	0	0	1	0	1	0	1	0	8.85467493295556	1	2	5.65685424949238	11.6649102943897	6.59753955386447	6.6138052152402	10.7459141262214	0	1	4	4	6
